plate_x,plate_z,z
0.561,2.276,0.967108254834
-0.122,3.841,0.0187379969473
-0.786,2.443,0.877623583674
0.805,1.76,0.726298690541
-0.076,4.368,0.0197593608814
1.026,1.693,0.136188107101
-0.152,2.502,0.987955039992
-1.245,3.125,0.036023766415
0.419,2.433,0.988292832305
0.66,2.867,0.96369400329
-0.975,2.939,0.423487677509
0.13,2.054,0.986566661442
-0.396,2.464,0.987686745796
-0.613,1.854,0.927322225153
0.412,3.01,0.981979980713
1.39,2.131,0.0397298980057
-0.71,1.206,0.0316463566137
0.845,2.413,0.903508326081
0.868,2.399,0.8431772676
1.399,2.842,0.0153791303463
-0.745,1.255,0.054922728954
0.622,2.148,0.973609156263
-0.507,2.223,0.982926535844
0.55,2.865,0.959138583745
0.741,1.808,0.832232372209
-0.521,3.171,0.948044485501
0.376,2.312,0.991168667012
-0.366,2.353,0.989108900523
0.608,1.38,0.0952891686374
0.624,1.901,0.916253941165
-0.298,0.947,0.0113344521285
1.098,1.653,0.0668274530088
0.197,2.338,0.991184586013
0.177,1.517,0.48969578261
-0.33,2.468,0.98954395792
-0.546,1.161,0.0156797942243
-0.455,2.855,0.984013068446
-0.981,2.872,0.404045919693
0.079,2.306,0.990961173828
0.369,2.647,0.990301406588
0.839,1.566,0.35910263396
0.053,2.835,0.990422496279
0.946,2.214,0.698488277364
-0.3,2.774,0.989464482708
-0.519,4.082,0.0274807630817
-0.947,3.711,0.0226544903623
1.122,2.186,0.187700912444
0.402,2.172,0.989349572926
0.963,1.474,0.088892393801
0.501,3.59,0.176944472478
0.955,2.545,0.64917893879
-0.558,3.965,0.0212113260025
-1.173,2.826,0.0643181823735
-0.095,2.049,0.983359577053
1.349,1.355,0.00736865633237
-0.345,3.5,0.444936611865
-0.202,2.471,0.989128810866
-0.437,2.762,0.987960748859
-0.243,2.182,0.986300702777
0.617,1.569,0.566731027885
-0.295,1.167,0.0118182892941
0.574,0.827,0.011861003495
0.389,1.955,0.980650115834
0.246,0.826,0.0109801902241
-0.061,1.835,0.94478524421
-0.933,3.729,0.019622774509
0.371,4.165,0.0239906044835
-0.148,1.208,0.0216641383001
1.056,2.015,0.286401785844
0.761,3.596,0.089381706273
-0.165,0.991,0.0134724155909
-0.812,1.672,0.561527273768
0.244,1.956,0.981176314234
0.09,1.801,0.924067708217
-1.375,1.942,0.0288727884677
0.205,2.942,0.989442664116
0.321,1.73,0.867478071865
0.255,2.052,0.986090172964
-0.298,0.674,0.0113256408162
0.327,1.44,0.282539866511
-0.999,3.02,0.324192394764
0.448,1.408,0.219552608965
0.604,2.147,0.979235231763
-0.363,3.099,0.976314933356
-0.924,1.889,0.536359079535
0.604,2.984,0.962528744296
-0.173,4.181,0.0179111847755
-1.646,3.207,0.0165186921942
0.063,1.915,0.97080108591
0.926,2.743,0.733365199774
-0.184,3.708,0.0602699794578
0.162,2.804,0.990543238079
-0.129,1.323,0.0676385692834
0.082,2.692,0.990621890781
-1.063,1.834,0.154752840393
-0.102,1.689,0.838280299777
0.627,3.144,0.908362334646
-0.503,1.805,0.895293056942
-0.084,2.738,0.990132184848
1.094,3.837,0.00866758361973
0.815,1.062,0.0115171475732
1.323,1.937,0.0262215225357
-0.874,1.956,0.657208383587
0.805,2.982,0.847644804829
0.061,2.376,0.990423850971
1.072,3.049,0.193672267557
0.533,1.591,0.646062633002
-0.178,1.91,0.954170841459
0.363,2.335,0.990020916987
1.077,3.361,0.078083087511
0.744,1.298,0.0181550891254
0.093,1.649,0.831654123467
0.733,1.398,0.125995667375
0.744,2.366,0.956554337565
0.641,1.949,0.936679599403
1.192,1.766,0.053648537393
1.047,2.066,0.381819922929
1.405,2.236,0.0136901779937
-0.015,4.188,0.0232210289741
0.733,1.404,0.132594941447
0.448,3.896,0.0211610898737
-1.075,1.638,0.10912314797
-0.396,3.367,0.724390052556
-0.217,2.138,0.982604874556
-0.525,2.382,0.986108466008
0.143,1.354,0.0883051693396
0.719,2.904,0.963698603441
0.358,2.489,0.990012501895
0.69,2.051,0.961424114182
-0.778,0.862,0.0299832074441
1.187,3.243,0.039466017762
-0.2,1.825,0.943944919532
-1.099,3.135,0.153548759904
-1.244,2.17,0.0507882875538
0.391,1.599,0.741723241423
-0.291,2.315,0.989633317779
0.664,1.465,0.259863364862
1.032,1.35,0.030217295847
0.749,2.746,0.93248434999
-0.26,1.854,0.943673478075
1.011,3.211,0.206736673804
1.654,2.375,0.0150747500146
0.076,2.14,0.985412220551
0.845,3.602,0.0668196845375
-0.747,4.092,0.0136880034211
0.821,3.053,0.837255631216
0.911,3.669,0.02923923933
-0.073,1.248,0.0489949882122
0.415,2.726,0.989468349657
0.783,1.775,0.756883590651
-0.107,2.556,0.988985297811
0.752,2.339,0.930454814949
-1.826,2.688,0.0178677334655
0.97,3.205,0.267673222673
0.292,1.61,0.763574699142
0.185,3.496,0.45292973018
0.152,2.596,0.991060050388
0.339,1.203,0.0253835063303
0.746,3.748,0.0281748781067
1.244,2.501,0.0472000921229
-0.42,3.751,0.0606575640401
1.196,3.223,0.0388388806323
-0.591,3.156,0.923303373566
0.743,3.558,0.153101912326
0.455,2.095,0.980756935945
-0.676,2.831,0.949574997575
-0.516,4.105,0.0271614497224
0.735,2.506,0.927943570655
1.404,1.766,0.0151631055788
0.351,2.918,0.988939109722
-0.566,3.417,0.561475115729
-0.489,1.689,0.780228627825
0.225,4.243,0.0222641042822
0.352,2.818,0.9887054011
0.599,1.486,0.339726542918
0.923,2.229,0.761903552638
0.831,2.301,0.906151277018
-0.313,1.809,0.923651501294
1.164,2.707,0.144930604292
0.836,3.551,0.109783471369
0.917,2.619,0.761552912363
-0.722,1.565,0.474224181717
1.763,1.871,0.0163603316531
-0.104,2.134,0.986972931174
0.311,2.329,0.991011306611
0.461,2.827,0.98910040414
-0.879,3.212,0.519193214428
0.822,3.564,0.126031688264
1.563,2.657,0.0125454197126
-1.059,2.821,0.209738375494
1.154,2.456,0.16530353941
1.035,1.629,0.119019781012
1.096,3.771,0.0106535153214
0.099,3.968,0.0235377669379
0.607,2.724,0.982236400307
-0.259,1.961,0.968664047279
-0.725,1.735,0.763300314908
-1.311,3.254,0.0194217438711
0.929,2.371,0.758663891996
1.178,2.245,0.0838806108522
-1.182,0.979,0.00496895541865
1.096,3.109,0.101548360217
0.995,3.329,0.144248989741
-0.033,2.762,0.990582930963
0.705,1.627,0.639037746367
0.793,2.206,0.929845180019
0.26,3.211,0.925135514468
1.032,3.042,0.256860028853
-1.182,2.375,0.0918160834258
0.553,1.451,0.222570952159
-0.717,1.692,0.73139245836
1.146,3.344,0.0595789879046
1.695,1.848,0.0140266893574
-1.399,2.003,0.0252029109546
-0.408,1.633,0.740057464721
-1.168,1.662,0.0702815291771
-1.183,2.305,0.0933057417554
0.516,2.921,0.975496820583
-0.048,3.608,0.177345435463
-0.637,3.866,0.0187330557387
0.925,2.036,0.70917912325
0.336,2.207,0.989755415866
1.793,2.672,0.0126422275239
0.883,1.694,0.452106943579
-1.238,3.629,0.00638483254
0.233,2.837,0.990825123084
0.019,2.155,0.990244171792
0.23,2.856,0.989959426141
1.456,1.954,0.0216811258523
0.183,1.73,0.864015233741
0.008,1.397,0.217242121828
-0.907,0.753,0.0265996908655
0.976,3.298,0.192308459914
1.187,2.364,0.0924782801496
-0.985,3.651,0.0307678255114
-1.204,2.011,0.0379950129204
0.812,1.059,0.0120949726157
1.388,2.191,0.0205345508255
0.774,1.932,0.861901331355
0.024,2.973,0.986836594328
-0.325,2.385,0.990225755837
1.549,1.532,0.0119927140918
1.559,2.613,0.0170030479028
-0.245,1.897,0.924499011911
0.69,2.671,0.974705819376
-0.081,1.962,0.977112821165
0.5,2.136,0.978554665826
-0.092,3.102,0.975884403178
0.436,2.175,0.988885769878
-0.641,1.85,0.920926381049
-0.13,2.077,0.986967072194
0.178,3.397,0.69870504124
0.503,2.118,0.974481148595
0.965,2.808,0.560551624035
0.475,2.306,0.988360407687
0.555,2.263,0.970578608656
1.242,2.242,0.0260512128393
0.509,1.519,0.458571478062
1.109,2.538,0.186008592759
0.206,2.671,0.990905558277
1.014,2.035,0.422164272489
0.362,1.778,0.942513517001
-0.533,2.903,0.97990391351
0.896,2.913,0.720886746429
0.497,2.264,0.983220514546
-0.49,2.267,0.980386401158
0.932,2.018,0.68566105731
0.588,1.974,0.965725635533
0.854,2.575,0.87003425193
1.453,2.685,0.0148011116199
0.888,3.509,0.120418912187
1.495,1.681,0.012048974322
0.187,1.824,0.95837633515
0.167,3.454,0.504605435884
-0.332,2.131,0.986462686529
-1.133,2.126,0.100618689452
-1.708,3.114,0.0216850315679
-1.447,3.802,0.0026266785181
-1.689,3.028,0.019565984399
-0.936,3.724,0.022284924118
0.31,1.59,0.703865001376
0.541,1.748,0.873270563892
0.726,1.767,0.808139803614
-0.007,3.03,0.986550285391
1.215,2.175,0.0467713458804
1.201,2.827,0.0804933732304
0.536,1.724,0.836841408094
1.08,1.026,0.0145603987993
0.202,2.466,0.991093781755
0.348,1.686,0.866091545069
0.503,1.608,0.714089108738
0.015,2.329,0.991388829053
-1.116,2.86,0.128611544733
1.007,2.315,0.489161516805
0.591,1.454,0.215477943126
0.203,1.408,0.21352161972
1.053,1.771,0.194416026743
0.589,3.859,0.017060716512
0.917,2.167,0.766802171966
-0.17,0.98,0.0136166641302
-0.272,2.552,0.987559512534
-1.597,2.811,0.0169201696793
-0.408,3.399,0.674596725001
-0.662,1.932,0.930837081283
0.634,3.486,0.323372267862
1.014,2.226,0.481956942464
0.645,2.046,0.934030400714
0.563,2.393,0.973599537543
1.312,2.447,0.0196697745736
-0.744,3.742,0.0275475851686
0.083,2.726,0.991125999068
-0.603,2.404,0.980096652389
0.107,1.03,0.0102367039316
-1.155,1.801,0.0641042488007
0.284,3.32,0.797750448744
0.718,1.514,0.347033490322
1.091,2.437,0.208363814895
0.596,2.153,0.97163401511
1.121,1.223,0.0135669983189
-0.347,2.739,0.990176109036
0.662,1.843,0.910829881545
0.846,3.626,0.0491878859203
-0.572,1.413,0.19382680759
-1.756,1.897,0.0291049771816
-0.514,2.477,0.985865780425
-0.617,2.862,0.977689121438
0.073,2.502,0.990657827288
0.417,2.629,0.988717722303
-0.065,1.739,0.905150160533
1.438,1.783,0.0138145981983
0.982,2.659,0.512755993261
1.398,2.793,0.0163805444284
1.002,2.367,0.500626299431
0.746,2.282,0.954144056549
0.336,2.501,0.990634849273
-1.225,2.816,0.0283965151358
0.759,2.895,0.893571275794
0.589,1.148,0.0108436151451
0.526,4.077,0.0178480325775
-1.509,2.701,0.0199134919561
1.295,2.536,0.0220482507658
0.566,3.456,0.385405668798
-0.783,2.765,0.86980857647
-0.401,2.339,0.986748500559
-0.236,3.344,0.78620103988
1.553,2.248,0.0121977550442
0.589,2.894,0.977819515022
-0.339,2.703,0.990034657053
-0.687,3.162,0.865417633822
0.698,2.902,0.96668633816
-0.342,0.947,0.0161821746993
0.899,2.615,0.785566924648
-0.684,3.554,0.209868396039
-0.084,3.122,0.967773936641
0.873,1.778,0.638706433834
-0.602,0.856,0.0169278896923
0.887,2.534,0.80224025936
0.283,2.703,0.990634608025
-0.238,0.949,0.0104951958463
0.618,1.819,0.916657812378
-0.152,3.564,0.293981400982
0.404,1.814,0.919970145078
-1.33,1.481,0.0486319753079
-1.339,2.386,0.0611968247901
1.004,3.106,0.306178050778
0.094,2.409,0.991303284359
-0.21,2.344,0.989875156019
1.138,3.569,0.0229366622065
0.0,3.527,0.385133754334
0.062,3.106,0.969671489539
0.954,2.996,0.525651822642
0.876,1.734,0.545340806007
-0.533,2.724,0.982182556546
-0.155,1.186,0.0162503413252
1.008,1.173,0.0115349180455
-0.533,1.847,0.927663357902
-0.038,1.239,0.0350000259007
1.006,2.248,0.4782110697
0.942,1.714,0.361894442699
1.679,1.505,0.0109736758286
1.077,2.992,0.211419134287
1.101,1.773,0.116722904721
-0.239,1.213,0.0167534430749
0.332,2.079,0.986907742507
-0.574,1.323,0.0583993891448
0.442,1.016,0.0117902797308
0.251,1.739,0.916451666598
1.373,2.309,0.0159148730966
0.483,1.325,0.0602730829005
-0.426,2.262,0.985042796725
0.026,3.097,0.979979101994
0.371,1.295,0.0202627519799
1.158,2.563,0.186893487573
0.338,1.746,0.928331138963
-0.742,2.425,0.932912385885
0.287,1.237,0.0262529659539
-0.871,0.949,0.0202165888276
0.204,1.393,0.168029850078
1.321,1.982,0.0238739844965
-0.085,2.527,0.989100728708
0.146,1.954,0.979317555489
1.403,2.694,0.0145183140943
0.23,3.066,0.98633205065
1.062,3.157,0.184590453084
1.193,3.375,0.0366600425833
-1.226,2.985,0.0303662339668
0.01,2.747,0.991326159414
0.471,4.088,0.0202038240283
0.355,2.494,0.990614297441
1.84,2.646,0.0131281310724
-0.288,2.497,0.98912469821
0.031,1.333,0.087599788337
0.475,0.68,0.013999179563
-0.392,4.041,0.0271181511406
-0.896,2.373,0.763703035148
1.303,1.183,0.00298447939013
-0.862,1.76,0.547593826642
-0.534,1.543,0.500291845974
0.629,1.727,0.794040287613
0.627,2.467,0.974704031622
0.28,1.311,0.0362631248578
0.37,3.295,0.83971866113
-0.345,2.093,0.97395478167
-0.042,2.835,0.98979076411
1.009,2.749,0.450576492804
0.331,1.777,0.94431409954
0.84,2.832,0.891216821542
0.845,3.283,0.46300940519
0.71,2.009,0.943255168297
0.14,3.659,0.119077076238
-0.224,3.203,0.931713366863
-0.502,1.375,0.111049649176
0.722,2.542,0.96964887495
0.294,2.447,0.990839818185
0.399,1.481,0.397120616967
-0.281,1.244,0.0297481510299
0.611,1.655,0.763931537295
0.681,2.931,0.952716204018
1.036,2.109,0.360382606004
1.056,3.643,0.0337330920373
-0.571,3.591,0.15578557505
0.937,2.921,0.642975020325
-0.687,2.44,0.942383389087
0.972,1.525,0.0974319001053
0.137,1.161,0.00995125625555
1.669,1.698,0.0108954570311
-0.292,3.722,0.0527624988993
0.653,1.824,0.900891867746
0.989,2.853,0.437105423327
1.452,2.307,0.0159157294089
-0.002,1.481,0.40619700009
0.197,1.814,0.931880204066
0.557,0.976,0.011163041299
0.205,3.702,0.0684640164515
-0.009,1.897,0.944953336845
0.718,2.469,0.972107754026
0.698,0.881,0.0121209611355
-0.295,2.003,0.962119879332
-0.763,1.312,0.0577807920315
0.811,1.237,0.0231869019596
-0.33,3.413,0.626540411255
-0.415,2.416,0.988697133169
0.388,1.255,0.0388371710038
0.398,3.216,0.926407504318
0.542,3.183,0.894457547007
0.466,2.937,0.987659138849
-0.585,3.588,0.155205581308
-0.242,1.063,0.010413701694
-0.89,2.111,0.722485720691
0.778,1.655,0.587654672518
-0.524,2.949,0.979869761507
1.597,1.954,0.0160764919834
0.871,3.96,0.0155516017096
0.794,2.797,0.919282020619
0.777,1.479,0.214062060383
1.23,2.16,0.0333766731959
1.042,3.174,0.209707489075
-0.216,1.74,0.902614310364
0.087,2.616,0.991091571792
-0.654,2.586,0.974867757326
1.062,2.571,0.323667565023
0.695,2.824,0.972005406512
-0.528,2.443,0.985526731642
0.254,1.977,0.981441496444
0.082,1.897,0.949220070089
1.133,1.984,0.0826469557258
0.244,2.575,0.991267244637
-0.742,0.838,0.0242052714863
-0.333,2.444,0.989565355195
1.041,1.913,0.26793015092
0.868,2.053,0.802992306522
-0.352,2.036,0.978587980777
-1.741,1.756,0.0431950341413
0.7,3.097,0.93487128483
0.657,2.567,0.975065742861
-1.171,3.704,0.00932159567778
0.979,1.819,0.337413864549
0.593,3.291,0.741467511794
0.896,1.961,0.693031936925
0.187,1.794,0.927494775368
-0.018,2.562,0.990084700445
-0.027,1.236,0.0440843865411
0.827,1.887,0.814780911089
-0.292,2.763,0.989432830167
0.911,1.005,0.0160098738458
1.067,1.252,0.0234138322123
-0.926,2.955,0.590063451041
1.115,2.517,0.174351480862
0.778,2.097,0.904076341976
0.545,2.115,0.966817093949
-0.797,2.006,0.8118451065
0.821,3.004,0.853172367086
-0.951,1.688,0.328908959588
-0.2,2.928,0.987166110173
-0.084,1.589,0.648524427094
0.418,2.526,0.987523363696
1.529,2.002,0.0146604811011
1.361,2.996,0.013849014602
0.819,2.66,0.900413563859
-0.818,1.286,0.0430462605243
1.784,1.76,0.0155239382251
-1.982,2.506,0.0222347194776
-0.019,4.404,0.023123334319
-0.774,4.025,0.0151001744152
0.858,2.491,0.846005258609
1.382,3.157,0.0119455323511
0.041,1.405,0.213382390867
0.846,1.649,0.503294770848
1.401,1.387,0.0109869948841
-0.533,3.007,0.97011677882
0.53,2.779,0.981773636517
0.63,1.47,0.265541758125
0.099,4.291,0.0231963294828
0.686,3.747,0.0350967046087
-0.763,1.611,0.546243077296
1.12,3.552,0.0341036565701
-1.257,1.651,0.0631057718896
-0.573,1.853,0.916807967713
0.944,0.99,0.0157441733937
-0.7,1.928,0.887300224769
-0.232,2.03,0.959446017897
0.378,3.897,0.0235893838251
0.352,2.617,0.990873649557
-0.386,2.5,0.985920881303
-0.019,1.57,0.648528888814
0.886,3.088,0.672387049198
0.549,1.42,0.230968166956
0.71,1.489,0.298639097923
1.391,1.746,0.0177388225371
0.326,3.345,0.78012676852
0.956,3.052,0.500433211478
-0.704,1.476,0.278528816963
0.479,1.977,0.974153569351
-1.579,3.047,0.0186322449956
0.981,2.025,0.454928329897
0.354,2.544,0.990650172027
0.584,2.111,0.977074503359
0.115,3.143,0.972734358221
1.286,3.607,0.00630225020085
0.723,1.119,0.0125893805448
1.425,2.724,0.0157451697517
-0.763,2.011,0.867644004006
-0.957,3.976,0.00994868956275
0.854,2.651,0.852939956811
-0.638,3.001,0.960626151613
0.766,3.107,0.83122110487
1.9,2.168,0.0160297599291
1.225,1.78,0.0198801401153
0.978,2.414,0.560845945124
1.369,2.93,0.0136301021122
1.267,1.362,0.0116994755829
1.082,2.248,0.291291087624
-1.615,2.173,0.0369473793685
0.0,4.519,0.0225292458021
-0.049,3.833,0.0229366642903
1.041,3.342,0.105275263119
-1.727,3.082,0.0204586100969
1.337,1.538,0.0126301081221
-0.003,1.883,0.959120833012
0.56,1.364,0.124148270768
0.216,0.818,0.0100520736907
0.649,3.551,0.192559864309
-0.118,2.232,0.989366882232
0.156,3.784,0.0357907539849
-0.948,1.601,0.250653492092
0.881,2.361,0.824112642611
0.635,3.597,0.134799431388
0.187,2.108,0.98412446008
-1.135,1.573,0.0765953964045
0.193,2.011,0.981287728531
0.431,2.179,0.988255463668
0.162,1.606,0.721538508002
-0.608,4.031,0.0182337210185
0.684,1.718,0.80294852838
-0.664,1.576,0.523381393623
0.841,1.96,0.845450932743
-0.145,1.569,0.62610257158
1.048,2.078,0.388104372798
0.056,2.447,0.990236145567
0.38,1.459,0.328769959525
0.752,1.667,0.642163165662
-0.457,1.273,0.0318104609771
-1.744,1.637,0.044486325706
1.07,1.715,0.117328590429
0.473,3.798,0.0252792737859
1.63,2.115,0.0215757905238
-0.359,1.399,0.182550397848
0.921,2.36,0.775907992525
0.669,1.156,0.0166811697853
0.971,2.091,0.543509804984
-1.075,2.774,0.194181140715
1.101,1.693,0.0714547740491
0.075,3.387,0.723859614264
-1.743,2.423,0.0295158273204
-0.771,2.641,0.903974629074
-0.031,2.519,0.989055471194
0.551,1.462,0.281389625528
0.352,3.409,0.625398756043
0.467,1.252,0.0402421160919
-0.884,2.128,0.730327528193
1.189,2.517,0.0896966373207
1.891,2.021,0.0185065071412
0.723,1.76,0.829872749405
0.918,1.892,0.608601611199
1.332,2.419,0.0158273698414
0.412,2.296,0.99017771814
0.622,3.401,0.503068854193
1.134,3.84,0.00560387440801
-1.04,3.479,0.0612767425701
1.171,3.047,0.0901671430284
0.277,1.742,0.926627448395
0.043,2.888,0.989660860043
0.267,2.709,0.991262034789
-0.928,1.907,0.539237638634
-0.544,1.997,0.949762544819
0.511,1.347,0.0809480157579
-0.097,1.0,0.0187653385271
0.566,2.02,0.962736425497
-1.035,3.546,0.0486825748775
0.114,2.124,0.988768261265
-0.075,2.484,0.989855417599
-0.277,2.895,0.986729194283
-1.315,2.753,0.0234921947846
-0.023,3.436,0.595030326962
-0.445,1.748,0.893546939053
0.875,2.334,0.847557071796
0.647,2.116,0.960017718406
-1.199,1.72,0.0543694967811
0.619,2.153,0.977279234826
-0.759,4.262,0.0141377093015
0.119,3.524,0.384430802216
0.96,2.566,0.622652057086
-1.035,1.262,0.022336206859
0.486,1.355,0.0929605600477
-0.943,2.31,0.611232309349
0.314,1.294,0.0220946005828
-0.475,2.364,0.975504109553
0.639,2.91,0.9577757209
0.873,1.996,0.769676296501
-0.148,3.726,0.0451319005309
1.17,1.713,0.0484920911188
0.827,1.155,0.0118999192118
-0.246,2.148,0.986580391094
0.119,2.959,0.987008105348
0.525,1.736,0.868013415568
-0.462,2.333,0.983992330544
-0.679,2.124,0.949457182821
-0.25,1.093,0.0105158439548
-0.952,3.796,0.0124992480556
1.738,3.107,0.0103688211814
-1.359,3.928,0.00182175044278
-1.121,3.116,0.103175874338
0.141,3.099,0.979494559026
0.158,1.901,0.954000258289
1.896,2.136,0.0262479998983
0.171,2.849,0.990764497173
0.418,2.604,0.988645921966
0.13,2.73,0.991170627579
0.847,1.431,0.113347500873
-0.395,1.709,0.873452139623
-0.177,2.914,0.98759126192
0.809,2.361,0.944589479792
0.667,3.576,0.150182035613
-0.299,2.051,0.982694873163
-0.556,2.258,0.976275087867
0.265,3.872,0.0202827316206
0.71,2.121,0.962950955698
0.725,2.134,0.943405142466
0.863,3.848,0.0149486987639
0.558,2.488,0.973414578459
0.811,2.316,0.943241909148
0.464,2.188,0.989193776971
0.651,1.778,0.868917568848
1.151,1.805,0.0976930308736
0.692,1.844,0.897792176966
-1.171,2.559,0.0751675772082
0.966,2.89,0.511935662583
1.026,2.163,0.382395033152
0.048,1.143,0.0108612348746
1.019,2.355,0.463261723692
0.77,3.352,0.433111015861
0.548,2.53,0.976423209715
0.247,1.72,0.898236625105
0.948,2.001,0.585574124023
-0.68,2.211,0.95388510174
-0.321,1.909,0.953095240861
0.854,1.722,0.581283015202
0.788,3.503,0.171933649584
0.636,1.226,0.0282504194676
1.401,2.869,0.0126535842896
0.72,2.025,0.946425428675
0.591,1.114,0.0108563359997
0.56,2.794,0.970414004032
0.785,3.333,0.434862182819
0.958,3.365,0.176928043093
0.445,2.909,0.98877793298
-0.27,3.003,0.97878248057
-0.909,1.013,0.0263055513903
0.553,2.939,0.966541807431
0.465,3.679,0.0701078983069
1.123,2.229,0.193677756755
0.993,2.337,0.517207263906
0.487,2.971,0.97954515653
1.315,2.475,0.0220326290048
-0.987,2.928,0.364816803186
0.765,1.72,0.707139163819
0.606,1.046,0.011534670226
0.819,2.013,0.875360668116
-0.952,1.488,0.150248102525
0.804,1.667,0.570121099448
1.574,2.945,0.0123334754289
-0.002,1.594,0.679320361013
-0.01,2.14,0.985175766865
0.879,3.518,0.113616615212
0.852,3.275,0.434025574642
0.185,1.923,0.979482738024
0.959,1.464,0.0896615450854
1.253,2.209,0.0246221421273
1.093,2.049,0.186188502785
0.933,2.056,0.711660796572
-0.21,1.482,0.375882635151
1.574,1.621,0.0150534192878
0.812,1.968,0.882310716503
1.011,3.394,0.113241930644
0.877,1.465,0.146668994676
1.315,3.111,0.0128678058906
0.187,3.412,0.638675814133
0.993,2.129,0.476102978098
0.101,3.574,0.261230908908
0.555,2.629,0.973897420473
0.637,1.225,0.0278060643584
0.486,1.439,0.25324555723
0.597,2.019,0.96211495527
0.755,3.434,0.289985052784
0.573,1.234,0.0283621631824
0.171,3.084,0.985913248482
-0.482,4.177,0.022958420334
0.917,2.741,0.746640350725
0.233,1.509,0.462817532675
0.677,1.593,0.575881953265
-0.016,3.247,0.916033616292
-0.072,1.547,0.578959304776
0.968,1.686,0.221064464039
-0.126,3.2,0.93339451721
-0.068,1.919,0.972436007521
-0.025,1.13,0.0167959603592
0.3,3.622,0.135998967583
-0.6,2.719,0.977174663963
-1.188,2.798,0.0477884472217
0.823,1.007,0.0115743934736
-0.378,1.316,0.0440251940247
-0.019,3.102,0.977131465437
1.554,1.866,0.016649717249
-0.022,1.477,0.398954297435
0.382,3.383,0.688195873218
1.271,1.762,0.0178588540902
-0.897,2.087,0.720036682612
0.782,3.202,0.665598124027
-0.097,2.223,0.989247859104
0.975,1.863,0.374576489164
-0.119,1.494,0.432708529094
1.282,3.078,0.0175144448371
-0.433,1.612,0.699596861365
1.091,2.492,0.205070565591
1.76,2.697,0.0133477766869
1.204,2.002,0.0539080392255
0.819,1.761,0.713545910377
-0.873,2.451,0.756136962364
-0.122,4.007,0.0175900511796
-0.579,1.35,0.0797892494714
-0.024,2.783,0.990479789557
0.575,2.132,0.976962249443
0.39,1.217,0.0201007423801
-1.074,1.847,0.148685529844
1.53,1.422,0.0120124945186
1.017,2.595,0.47402249852
0.028,1.432,0.254569357473
1.445,2.526,0.0163899978571
0.84,2.897,0.877191696075
0.706,1.857,0.895953203989
-0.069,2.191,0.988593823211
1.186,2.501,0.0900100717824
-0.97,1.133,0.0176956320886
0.397,2.52,0.989620114984
0.849,1.375,0.0639681113664
0.457,2.494,0.990096660739
0.449,1.869,0.949450049996
-0.818,3.484,0.227471158034
0.551,2.264,0.970038540218
1.13,2.546,0.142006053871
1.352,2.834,0.015412857856
-1.01,2.48,0.347166311576
0.508,2.32,0.98254619276
0.892,2.759,0.772714682789
-0.242,1.215,0.016484935175
0.729,1.917,0.915430456777
-0.901,2.666,0.747980554258
-1.396,2.387,0.0437379576417
0.443,3.012,0.981834523207
0.788,2.564,0.926619276274
1.235,1.97,0.0262480590412
0.999,1.81,0.273066510423
-0.516,2.244,0.984977009445
-0.768,3.732,0.0276021914688
-0.637,2.455,0.98009136366
0.062,1.288,0.0236705091825
-0.803,1.908,0.777785721027
-1.428,2.387,0.0487099650936
-0.96,3.448,0.11419919509
0.764,1.878,0.846174335727
-1.307,3.539,0.0199642470758
0.331,1.395,0.1908484111
1.0,1.615,0.145568027069
-1.183,1.05,0.00495102266489
0.071,3.302,0.860559344741
0.045,1.037,0.010808878545
0.685,1.409,0.151401193475
1.043,1.975,0.300470291832
-0.351,1.622,0.74821877017
0.313,1.753,0.907074469237
0.867,2.455,0.835929865178
1.135,2.51,0.122101837532
-0.6,1.075,0.0166349746528
1.255,2.931,0.0214658805988
0.04,3.308,0.847174673046
0.672,2.366,0.978873995084
0.454,2.952,0.983781306385
0.709,3.039,0.944011234246
1.297,1.814,0.0160383607115
1.154,2.159,0.167395677346
-0.089,3.225,0.936040092664
-1.646,1.38,0.021231751566
0.898,2.287,0.812884206676
-0.423,2.914,0.986070249336
-0.184,1.608,0.715708418789
0.524,2.305,0.984958430534
-0.084,2.406,0.990278855637
1.019,3.094,0.303670664541
0.707,0.726,0.0125353007132
0.734,1.233,0.0224289583727
1.153,1.246,0.0145331914314
0.324,2.66,0.990198520211
0.694,3.181,0.836589820816
0.605,2.907,0.976562153127
-0.587,1.375,0.121562150346
0.382,2.939,0.989135295416
-0.568,3.459,0.434329753118
0.977,1.855,0.36746695167
-0.476,1.935,0.928104892869
-1.469,2.147,0.0409484547868
0.502,2.327,0.979473182275
0.379,2.358,0.991232304985
0.658,1.994,0.944954103669
-0.006,2.531,0.990841525706
-1.108,2.315,0.18923913251
-1.319,2.959,0.0213916856787
-0.91,3.048,0.640521410231
0.292,1.349,0.0914501481454
-1.276,2.689,0.0229075956559
0.83,3.125,0.760826463585
-0.461,0.846,0.0111283485031
0.631,3.23,0.799336125841
-0.13,2.023,0.981913691856
0.329,3.379,0.700833090456
0.72,2.811,0.966458002536
-0.121,2.832,0.989525620238
0.429,2.43,0.989443877143
0.649,3.066,0.942418666043
-0.575,1.832,0.894437263249
0.138,0.937,0.0097671907606
0.296,1.475,0.397168613056
0.897,1.579,0.271039627073
1.357,2.527,0.016509919905
1.013,3.521,0.0670925088262
